product_id,product_name,category,brand,original_price,current_price,discount_percent,rating,num_reviews,monthly_sales,stock_quantity,prime_eligible,date_added,seller_type,shipping_weight,dimensions,availability
ASIN_008035,Gerber Baby Products Product 8035,Baby Products,Gerber,39.15,36.4,7.0,4.8,71,19,13,False,2024-04-08,Amazon Warehouse,3.75,32x47x14,Pre-order
ASIN_008036,Pampers Baby Products Product 8036,Baby Products,Pampers,188.11,188.11,0.0,4.4,16,0,67,True,2023-01-30,Amazon,3.95,5x21x10,Pre-order
ASIN_008037,Dell Electronics Product 8037,Electronics,Dell,617.85,617.85,0.0,3.6,17,0,60,False,2024-05-20,Amazon,1.38,17x43x4,In Stock
ASIN_008038,Samsung Electronics Product 8038,Electronics,Samsung,1037.62,1037.62,0.0,3.7,2,3,43,True,2023-07-22,Amazon,1.3,45x37x20,Limited Stock
ASIN_008039,Gerber Baby Products Product 8039,Baby Products,Gerber,156.48,138.0,11.8,4.9,60,19,91,True,2024-02-22,Amazon Warehouse,3.4,17x13x9,In Stock
ASIN_008040,HarperCollins Books Product 8040,Books,HarperCollins,37.39,37.39,0.0,3.7,23,1,98,False,2024-08-26,Amazon,3.99,14x39x26,Limited Stock
ASIN_008041,Unilever Health & Household Product 8041,Health & Household,Unilever,55.53,55.53,0.0,4.6,97,7,25,True,2023-01-09,Amazon Warehouse,2.66,7x34x11,In Stock
ASIN_008042,Sony Electronics Product 8042,Electronics,Sony,1100.82,1100.82,0.0,3.7,31,2,37,True,2023-04-17,Amazon,2.25,40x37x4,Pre-order
ASIN_008043,Canon Electronics Product 8043,Electronics,Canon,329.2,329.2,0.0,4.9,52,7,94,True,2023-07-21,Amazon,0.88,9x6x19,Limited Stock
ASIN_008044,Nikon Electronics Product 8044,Electronics,Nikon,238.94,141.26,40.9,4.6,18,9,31,True,2024-02-20,Amazon,1.19,5x37x21,In Stock
ASIN_008045,Castrol Automotive Product 8045,Automotive,Castrol,690.64,690.64,0.0,4.0,66,5,64,True,2023-09-13,Amazon,4.15,16x21x15,In Stock
ASIN_008046,Blue Buffalo Pet Supplies Product 8046,Pet Supplies,Blue Buffalo,131.72,131.72,0.0,3.7,16,3,79,False,2023-09-16,Amazon Warehouse,3.53,10x26x13,In Stock
ASIN_008047,Fisher-Price Toys & Games Product 8047,Toys & Games,Fisher-Price,33.62,33.62,0.0,2.7,12,3,75,False,2023-10-08,Third-party,1.66,16x14x23,Limited Stock
ASIN_008048,Simon & Schuster Books Product 8048,Books,Simon & Schuster,45.38,45.38,0.0,4.7,11,7,82,True,2024-03-08,Amazon,2.3,5x46x4,Pre-order
ASIN_008049,Under Armour Sports & Outdoors Product 8049,Sports & Outdoors,Under Armour,657.98,657.98,0.0,4.1,76,6,72,True,2023-12-05,Third-party,1.6,5x44x7,Limited Stock
ASIN_008050,Playmobil Toys & Games Product 8050,Toys & Games,Playmobil,54.24,54.24,0.0,4.7,105,18,419,True,2023-03-24,Amazon Warehouse,5.29,13x39x21,Pre-order
ASIN_008051,L'Oreal Beauty & Personal Care Product 8051,Beauty & Personal Care,L'Oreal,139.65,139.65,0.0,4.6,64,11,44,True,2023-08-05,Amazon,4.65,47x31x13,Pre-order
ASIN_008052,Tommy Hilfiger Clothing Product 8052,Clothing,Tommy Hilfiger,273.07,273.07,0.0,4.5,2,0,98,True,2023-07-29,Third-party,3.37,43x5x21,Limited Stock
ASIN_008053,HarperCollins Books Product 8053,Books,HarperCollins,15.0,15.0,0.0,3.8,6,0,12,False,2023-04-23,Amazon,1.98,17x44x28,In Stock
ASIN_008054,HP Electronics Product 8054,Electronics,HP,612.58,555.69,9.3,4.9,151,38,55,False,2023-10-11,Amazon,0.61,23x6x9,In Stock
ASIN_008055,Chicco Baby Products Product 8055,Baby Products,Chicco,256.22,256.22,0.0,4.7,556,123,752,False,2023-07-18,Amazon,2.97,25x39x19,Pre-order
ASIN_008056,Worx Garden & Outdoor Product 8056,Garden & Outdoor,Worx,583.63,534.08,8.5,3.4,4,1,45,True,2023-03-21,Amazon,1.7,21x43x26,Pre-order
ASIN_008057,Huggies Baby Products Product 8057,Baby Products,Huggies,289.15,289.15,0.0,4.7,22,4,90,True,2024-04-19,Amazon,2.0,36x24x8,Limited Stock
ASIN_008058,Simon & Schuster Books Product 8058,Books,Simon & Schuster,29.57,29.57,0.0,3.7,20,2,66,True,2024-09-22,Third-party,2.15,34x20x20,Limited Stock
ASIN_008059,Nikon Electronics Product 8059,Electronics,Nikon,995.98,995.98,0.0,4.4,234,24,132,True,2024-04-21,Amazon Warehouse,0.7,20x24x16,In Stock
ASIN_008060,Mobil Automotive Product 8060,Automotive,Mobil,778.44,778.44,0.0,4.7,180,39,124,True,2024-04-01,Third-party,1.99,6x30x29,Limited Stock
ASIN_008061,Simon & Schuster Books Product 8061,Books,Simon & Schuster,15.98,15.98,0.0,4.2,106,6,482,True,2024-07-09,Third-party,0.24,22x46x18,In Stock
ASIN_008062,Johnson & Johnson Health & Household Product 8062,Health & Household,Johnson & Johnson,6.11,6.11,0.0,3.1,34,5,11,False,2024-04-26,Amazon,1.64,38x21x9,In Stock
ASIN_008063,Penguin Books Product 8063,Books,Penguin,19.87,19.87,0.0,3.0,23,2,62,True,2024-02-16,Amazon Warehouse,0.12,31x22x16,Pre-order
ASIN_008064,P&G Health & Household Product 8064,Health & Household,P&G,13.88,11.62,16.3,2.7,25,5,38,True,2024-07-13,Amazon Warehouse,9.63,21x42x17,Pre-order
ASIN_008065,Mobil Automotive Product 8065,Automotive,Mobil,256.72,161.17,37.2,4.5,3,0,91,True,2024-01-13,Third-party,0.89,42x22x3,In Stock
ASIN_008066,Nike Clothing Product 8066,Clothing,Nike,15.07,15.07,0.0,4.1,20,5,69,True,2023-10-20,Amazon Warehouse,2.7,42x42x16,Limited Stock
ASIN_008067,Simon & Schuster Books Product 8067,Books,Simon & Schuster,32.82,32.82,0.0,4.0,16,3,90,False,2023-05-11,Amazon Warehouse,2.71,13x49x27,In Stock
ASIN_008068,Johnson & Johnson Health & Household Product 8068,Health & Household,Johnson & Johnson,90.09,90.09,0.0,4.2,138,18,200,True,2023-03-18,Amazon Warehouse,1.62,7x28x27,Limited Stock
ASIN_008069,Samsung Electronics Product 8069,Electronics,Samsung,83.16,83.16,0.0,4.6,527,137,4067,False,2024-01-20,Third-party,0.15,38x18x21,Pre-order
ASIN_008070,Pedigree Pet Supplies Product 8070,Pet Supplies,Pedigree,64.26,56.49,12.1,4.7,87,25,80,False,2023-01-02,Third-party,0.41,19x18x28,Pre-order
ASIN_008071,HP Electronics Product 8071,Electronics,HP,509.44,509.44,0.0,4.1,4,1,90,True,2024-10-13,Amazon,1.14,18x22x24,Pre-order
ASIN_008072,Blue Buffalo Pet Supplies Product 8072,Pet Supplies,Blue Buffalo,57.54,57.54,0.0,4.4,645,59,1222,True,2024-10-02,Amazon,1.09,43x9x20,Limited Stock
ASIN_008073,Johnson & Johnson Health & Household Product 8073,Health & Household,Johnson & Johnson,56.85,56.85,0.0,3.3,18,2,89,True,2023-05-17,Amazon,1.35,33x30x8,Pre-order
ASIN_008074,Nike Sports & Outdoors Product 8074,Sports & Outdoors,Nike,323.61,323.61,0.0,4.3,221,19,328,True,2024-05-20,Third-party,1.56,44x46x15,Pre-order
ASIN_008075,Bosch Automotive Product 8075,Automotive,Bosch,957.9,817.88,14.6,4.8,68,9,36,True,2024-02-15,Amazon,2.1,11x26x26,Pre-order
ASIN_008076,Random House Books Product 8076,Books,Random House,35.62,35.62,0.0,4.7,139,27,230,True,2024-09-23,Amazon Warehouse,1.08,20x35x3,Limited Stock
ASIN_008077,Gerber Baby Products Product 8077,Baby Products,Gerber,131.81,88.47,32.9,4.5,199,62,327,True,2023-10-07,Third-party,0.75,48x14x16,Pre-order
ASIN_008078,Black & Decker Garden & Outdoor Product 8078,Garden & Outdoor,Black & Decker,272.26,272.26,0.0,4.5,2,0,31,False,2023-03-19,Third-party,2.29,15x5x23,Pre-order
ASIN_008079,HarperCollins Books Product 8079,Books,HarperCollins,38.76,24.23,37.5,3.9,15,1,93,False,2023-01-20,Third-party,0.42,5x35x19,Pre-order
ASIN_008080,Fisher-Price Toys & Games Product 8080,Toys & Games,Fisher-Price,198.78,198.78,0.0,4.6,148,19,493,True,2023-02-27,Third-party,1.05,35x38x12,In Stock
ASIN_008081,Instant Pot Home & Kitchen Product 8081,Home & Kitchen,Instant Pot,49.54,28.01,43.5,4.0,118,16,359,True,2023-05-28,Amazon Warehouse,2.16,41x30x25,Pre-order
ASIN_008082,Canon Electronics Product 8082,Electronics,Canon,595.96,595.96,0.0,3.7,107,13,326,False,2023-02-18,Third-party,0.36,16x33x11,Limited Stock
ASIN_008083,Dell Electronics Product 8083,Electronics,Dell,1156.19,1156.19,0.0,3.8,43,2,17,True,2023-02-24,Amazon Warehouse,5.5,30x12x28,Limited Stock
ASIN_008084,Blue Buffalo Pet Supplies Product 8084,Pet Supplies,Blue Buffalo,182.41,133.41,26.9,4.9,23,23,68,True,2023-01-04,Third-party,7.35,13x49x29,Pre-order
ASIN_008085,Johnson & Johnson Health & Household Product 8085,Health & Household,Johnson & Johnson,92.64,92.64,0.0,4.3,67,6,29,True,2023-08-16,Amazon Warehouse,3.05,46x49x15,In Stock
ASIN_008086,Blue Buffalo Pet Supplies Product 8086,Pet Supplies,Blue Buffalo,64.11,64.11,0.0,4.0,330,29,248,False,2024-08-10,Third-party,1.61,46x20x18,In Stock
ASIN_008087,KitchenAid Home & Kitchen Product 8087,Home & Kitchen,KitchenAid,267.62,267.62,0.0,4.8,63,18,81,False,2024-12-11,Amazon Warehouse,4.48,44x34x22,Limited Stock
ASIN_008088,HP Electronics Product 8088,Electronics,HP,910.77,910.77,0.0,4.3,0,2,53,True,2024-03-05,Third-party,0.2,19x40x13,Limited Stock
ASIN_008089,Johnson & Johnson Health & Household Product 8089,Health & Household,Johnson & Johnson,5.09,3.24,36.3,4.9,98,39,47,False,2024-02-23,Amazon,1.73,41x32x11,Pre-order
ASIN_008090,Levi's Clothing Product 8090,Clothing,Levi's,26.5,26.5,0.0,3.7,2,0,91,False,2024-03-23,Amazon,1.59,41x29x16,Limited Stock
ASIN_008091,Blue Buffalo Pet Supplies Product 8091,Pet Supplies,Blue Buffalo,193.39,193.39,0.0,4.2,269,37,464,True,2024-06-16,Third-party,0.57,7x45x12,Pre-order
ASIN_008092,Scotts Garden & Outdoor Product 8092,Garden & Outdoor,Scotts,87.89,87.89,0.0,4.4,130,11,450,True,2023-01-12,Amazon,3.77,5x9x12,In Stock
ASIN_008093,Chemical Guys Automotive Product 8093,Automotive,Chemical Guys,349.62,243.34,30.4,2.9,0,0,84,True,2024-06-08,Amazon,0.4,6x5x14,Limited Stock
ASIN_008094,Pedigree Pet Supplies Product 8094,Pet Supplies,Pedigree,128.39,128.39,0.0,4.5,143,31,64,True,2023-02-05,Amazon,0.39,18x29x11,Pre-order
ASIN_008095,Nike Sports & Outdoors Product 8095,Sports & Outdoors,Nike,422.76,422.76,0.0,4.2,104,16,156,True,2024-11-13,Third-party,1.04,9x6x24,Pre-order
ASIN_008096,Hasbro Toys & Games Product 8096,Toys & Games,Hasbro,77.16,77.16,0.0,3.5,26,0,66,False,2024-08-01,Third-party,0.29,23x20x26,Limited Stock
ASIN_008097,Mobil Automotive Product 8097,Automotive,Mobil,432.49,432.49,0.0,4.0,92,9,48,True,2024-03-12,Amazon,1.5,7x22x15,Pre-order
ASIN_008098,Worx Garden & Outdoor Product 8098,Garden & Outdoor,Worx,228.81,228.81,0.0,4.5,7,1,61,True,2024-11-25,Third-party,0.45,32x40x25,Limited Stock
ASIN_008099,Hill's Pet Supplies Product 8099,Pet Supplies,Hill's,164.1,164.1,0.0,4.2,22,3,45,True,2024-08-23,Third-party,4.17,17x16x17,In Stock
ASIN_008100,Under Armour Sports & Outdoors Product 8100,Sports & Outdoors,Under Armour,369.01,369.01,0.0,3.1,43,7,25,True,2023-03-11,Third-party,0.81,19x32x29,In Stock
ASIN_008101,Miracle-Gro Garden & Outdoor Product 8101,Garden & Outdoor,Miracle-Gro,119.07,119.07,0.0,4.6,37,6,62,True,2024-03-04,Third-party,2.85,10x10x24,In Stock
ASIN_008102,KitchenAid Home & Kitchen Product 8102,Home & Kitchen,KitchenAid,84.62,84.62,0.0,2.9,17,1,49,True,2024-12-28,Third-party,1.72,40x17x25,Pre-order
ASIN_008103,Apple Electronics Product 8103,Electronics,Apple,638.34,638.34,0.0,3.8,36,1,11,False,2023-08-12,Amazon,0.63,37x28x12,In Stock
ASIN_008104,P&G Health & Household Product 8104,Health & Household,P&G,26.26,26.26,0.0,4.3,3,1,84,False,2024-12-22,Amazon,0.76,6x12x11,Pre-order
ASIN_008105,Playmobil Toys & Games Product 8105,Toys & Games,Playmobil,189.7,189.7,0.0,3.1,7,1,12,False,2023-11-20,Amazon Warehouse,0.11,46x23x10,In Stock
ASIN_008106,Simon & Schuster Books Product 8106,Books,Simon & Schuster,26.94,18.77,30.3,4.8,67,17,74,True,2024-03-19,Third-party,0.22,20x33x21,Limited Stock
ASIN_008107,Pedigree Pet Supplies Product 8107,Pet Supplies,Pedigree,42.2,42.2,0.0,4.9,54,3,79,True,2023-01-13,Third-party,0.42,36x8x13,Limited Stock
ASIN_008108,Nike Clothing Product 8108,Clothing,Nike,98.05,74.87,23.6,4.4,127,11,140,True,2024-01-18,Third-party,1.67,37x31x4,Limited Stock
ASIN_008109,Pedigree Pet Supplies Product 8109,Pet Supplies,Pedigree,22.39,19.47,13.0,4.1,190,16,69,False,2024-11-19,Amazon,2.57,25x29x27,Limited Stock
ASIN_008110,Purina Pet Supplies Product 8110,Pet Supplies,Purina,118.14,118.14,0.0,4.5,35,3,63,False,2024-03-09,Amazon Warehouse,4.99,47x17x13,In Stock
ASIN_008111,Mattel Toys & Games Product 8111,Toys & Games,Mattel,144.89,144.89,0.0,4.2,258,19,113,True,2023-08-19,Amazon,0.21,17x20x10,Pre-order
ASIN_008112,LEGO Toys & Games Product 8112,Toys & Games,LEGO,159.21,135.58,14.8,3.3,44,14,29,True,2024-02-17,Third-party,1.02,42x26x19,Limited Stock
ASIN_008113,Columbia Sports & Outdoors Product 8113,Sports & Outdoors,Columbia,42.64,42.64,0.0,3.8,26,1,78,True,2024-06-13,Third-party,13.17,22x22x26,In Stock
ASIN_008114,North Face Sports & Outdoors Product 8114,Sports & Outdoors,North Face,770.93,770.93,0.0,4.7,417,82,358,True,2024-10-29,Amazon,1.25,46x45x20,In Stock
ASIN_008115,Apple Electronics Product 8115,Electronics,Apple,1573.51,1573.51,0.0,4.4,64,9,23,True,2024-06-19,Amazon Warehouse,2.87,6x43x3,Pre-order
ASIN_008116,Neutrogena Beauty & Personal Care Product 8116,Beauty & Personal Care,Neutrogena,118.61,118.61,0.0,3.4,13,2,89,True,2023-09-27,Amazon Warehouse,1.82,42x5x3,In Stock
ASIN_008117,Samsung Electronics Product 8117,Electronics,Samsung,145.28,121.19,16.6,4.6,6,2,25,False,2024-05-02,Third-party,0.23,40x21x21,Limited Stock
ASIN_008118,KitchenAid Home & Kitchen Product 8118,Home & Kitchen,KitchenAid,227.41,227.41,0.0,2.5,31,0,29,False,2023-10-23,Amazon Warehouse,0.84,43x10x27,Pre-order
ASIN_008119,Instant Pot Home & Kitchen Product 8119,Home & Kitchen,Instant Pot,495.29,495.29,0.0,4.2,304,25,480,True,2023-10-08,Amazon Warehouse,2.73,13x45x14,In Stock
ASIN_008120,Olay Beauty & Personal Care Product 8120,Beauty & Personal Care,Olay,141.74,141.74,0.0,4.5,73,10,85,False,2024-02-16,Amazon,5.08,18x39x29,Limited Stock
ASIN_008121,HarperCollins Books Product 8121,Books,HarperCollins,15.68,10.04,36.0,4.4,386,44,234,False,2024-02-28,Third-party,2.19,43x13x11,Limited Stock
ASIN_008122,Black & Decker Garden & Outdoor Product 8122,Garden & Outdoor,Black & Decker,497.89,408.91,17.9,4.8,37,4,66,True,2023-02-07,Amazon Warehouse,5.7,29x40x26,Pre-order
ASIN_008123,KONG Pet Supplies Product 8123,Pet Supplies,KONG,69.69,69.69,0.0,4.1,144,12,184,True,2023-04-29,Amazon,4.71,32x14x5,Limited Stock
ASIN_008124,Adidas Clothing Product 8124,Clothing,Adidas,289.94,289.94,0.0,4.2,79,14,15,True,2024-02-22,Amazon Warehouse,0.9,28x20x23,In Stock
ASIN_008125,L'Oreal Beauty & Personal Care Product 8125,Beauty & Personal Care,L'Oreal,27.36,27.36,0.0,4.8,88,15,34,True,2024-12-16,Amazon,0.63,38x45x22,In Stock
ASIN_008126,STP Automotive Product 8126,Automotive,STP,420.02,420.02,0.0,4.4,54,7,28,True,2024-11-18,Third-party,0.49,15x41x19,Pre-order
ASIN_008127,Blue Buffalo Pet Supplies Product 8127,Pet Supplies,Blue Buffalo,165.75,165.75,0.0,4.5,109,25,149,True,2023-09-12,Amazon,2.78,45x27x13,Limited Stock
ASIN_008128,Blue Buffalo Pet Supplies Product 8128,Pet Supplies,Blue Buffalo,19.36,13.46,30.5,3.8,40,2,15,True,2024-01-08,Amazon,0.65,11x49x27,Limited Stock
ASIN_008129,STP Automotive Product 8129,Automotive,STP,539.65,539.65,0.0,4.2,362,37,70,True,2023-05-05,Amazon,2.13,35x21x14,Limited Stock
ASIN_008130,Sony Electronics Product 8130,Electronics,Sony,413.5,413.5,0.0,4.5,55,9,55,False,2024-01-06,Third-party,0.36,11x14x10,In Stock
ASIN_008131,Chicco Baby Products Product 8131,Baby Products,Chicco,222.5,222.5,0.0,4.8,2,0,38,True,2024-05-14,Third-party,4.89,17x10x15,Pre-order
ASIN_008132,Pedigree Pet Supplies Product 8132,Pet Supplies,Pedigree,37.67,37.67,0.0,2.7,11,2,60,True,2023-07-09,Amazon Warehouse,1.87,10x32x21,In Stock
ASIN_008133,HP Electronics Product 8133,Electronics,HP,1481.07,1481.07,0.0,3.5,85,9,49,True,2023-04-29,Third-party,3.89,43x40x22,In Stock
ASIN_008134,P&G Health & Household Product 8134,Health & Household,P&G,23.2,23.2,0.0,4.4,6,0,16,True,2024-07-15,Amazon,2.21,41x39x22,Limited Stock
ASIN_008135,Adidas Sports & Outdoors Product 8135,Sports & Outdoors,Adidas,159.71,149.68,6.3,3.3,94,10,12,True,2023-05-22,Amazon Warehouse,2.8,18x26x25,In Stock
ASIN_008136,Worx Garden & Outdoor Product 8136,Garden & Outdoor,Worx,344.11,344.11,0.0,4.4,115,13,73,True,2023-03-07,Amazon Warehouse,0.42,24x42x25,Limited Stock
ASIN_008137,HarperCollins Books Product 8137,Books,HarperCollins,45.06,45.06,0.0,4.6,48,19,53,False,2024-12-08,Amazon Warehouse,2.03,23x10x26,Pre-order
ASIN_008138,Under Armour Sports & Outdoors Product 8138,Sports & Outdoors,Under Armour,321.01,321.01,0.0,4.5,6,4,42,True,2023-01-24,Third-party,1.45,32x10x26,Pre-order
ASIN_008139,Blue Buffalo Pet Supplies Product 8139,Pet Supplies,Blue Buffalo,107.82,107.82,0.0,3.2,118,10,206,True,2024-06-03,Third-party,0.6,17x45x17,Limited Stock
ASIN_008140,Cuisinart Home & Kitchen Product 8140,Home & Kitchen,Cuisinart,255.03,255.03,0.0,4.6,105,5,122,False,2023-01-28,Amazon Warehouse,0.34,7x6x8,Limited Stock
ASIN_008141,Worx Garden & Outdoor Product 8141,Garden & Outdoor,Worx,92.79,57.05,38.5,4.3,44,7,62,False,2024-08-09,Amazon Warehouse,1.39,13x21x19,Pre-order
ASIN_008142,Random House Books Product 8142,Books,Random House,18.9,17.16,9.2,4.7,25,17,90,False,2023-04-04,Third-party,0.16,37x13x29,Limited Stock
ASIN_008143,Purina Pet Supplies Product 8143,Pet Supplies,Purina,194.76,165.12,15.2,4.2,35,3,91,True,2023-01-24,Third-party,0.63,44x14x20,Pre-order
ASIN_008144,Under Armour Sports & Outdoors Product 8144,Sports & Outdoors,Under Armour,656.27,656.27,0.0,4.3,51,4,23,True,2023-06-04,Amazon,2.5,5x10x24,Pre-order
ASIN_008145,Miracle-Gro Garden & Outdoor Product 8145,Garden & Outdoor,Miracle-Gro,157.01,140.43,10.6,4.3,45,6,16,True,2023-05-16,Amazon,2.38,42x40x27,In Stock
ASIN_008146,Pyrex Home & Kitchen Product 8146,Home & Kitchen,Pyrex,24.79,15.69,36.7,4.0,41,5,11,True,2023-07-09,Third-party,1.99,17x41x12,Pre-order
ASIN_008147,Bosch Automotive Product 8147,Automotive,Bosch,154.89,154.89,0.0,4.6,173,33,283,False,2023-06-29,Amazon,2.02,17x36x29,Limited Stock
ASIN_008148,Johnson & Johnson Health & Household Product 8148,Health & Household,Johnson & Johnson,21.94,14.27,35.0,4.5,258,109,405,True,2024-01-29,Third-party,7.21,40x40x27,Pre-order
ASIN_008149,Black & Decker Garden & Outdoor Product 8149,Garden & Outdoor,Black & Decker,124.51,124.51,0.0,4.5,48,18,15,False,2023-02-19,Amazon Warehouse,0.15,39x48x8,Pre-order
ASIN_008150,Adidas Sports & Outdoors Product 8150,Sports & Outdoors,Adidas,156.49,91.83,41.3,3.4,31,6,24,False,2023-05-11,Third-party,0.85,28x27x26,Limited Stock
ASIN_008151,Gap Clothing Product 8151,Clothing,Gap,277.2,205.6,25.8,3.6,35,3,53,False,2024-11-28,Third-party,1.9,18x6x15,In Stock
ASIN_008152,Under Armour Sports & Outdoors Product 8152,Sports & Outdoors,Under Armour,164.64,144.4,12.3,2.8,12,1,26,False,2024-12-15,Amazon Warehouse,1.16,28x16x7,In Stock
ASIN_008153,Johnson & Johnson Health & Household Product 8153,Health & Household,Johnson & Johnson,54.65,54.65,0.0,2.3,48,3,89,True,2024-07-03,Amazon,0.34,22x29x23,Pre-order
ASIN_008154,Random House Books Product 8154,Books,Random House,33.78,33.78,0.0,4.5,77,16,63,True,2024-06-24,Third-party,0.99,23x34x18,Limited Stock
ASIN_008155,Unilever Health & Household Product 8155,Health & Household,Unilever,96.01,96.01,0.0,4.7,59,11,53,True,2023-05-09,Amazon Warehouse,3.52,10x34x12,Limited Stock
ASIN_008156,Penguin Books Product 8156,Books,Penguin,16.05,12.96,19.3,4.1,120,8,194,True,2023-02-12,Amazon Warehouse,0.16,44x28x6,In Stock
ASIN_008157,Adidas Clothing Product 8157,Clothing,Adidas,240.47,240.47,0.0,3.6,35,8,56,True,2024-02-17,Amazon,2.85,48x48x21,Pre-order
ASIN_008158,Johnson & Johnson Health & Household Product 8158,Health & Household,Johnson & Johnson,56.2,56.2,0.0,4.2,13,3,39,True,2023-07-20,Third-party,3.19,9x34x4,Pre-order
ASIN_008159,P&G Health & Household Product 8159,Health & Household,P&G,39.02,39.02,0.0,4.8,4,2,32,True,2024-11-23,Third-party,1.21,38x27x29,In Stock
ASIN_008160,Bosch Automotive Product 8160,Automotive,Bosch,165.3,165.3,0.0,4.2,380,31,247,True,2023-04-13,Amazon,4.44,20x43x22,Pre-order
ASIN_008161,L'Oreal Beauty & Personal Care Product 8161,Beauty & Personal Care,L'Oreal,14.73,14.73,0.0,3.3,51,5,70,False,2023-01-17,Third-party,2.79,46x46x27,Pre-order
ASIN_008162,HarperCollins Books Product 8162,Books,HarperCollins,49.18,49.18,0.0,3.7,5,1,99,True,2023-11-15,Third-party,9.47,35x5x22,Pre-order
ASIN_008163,Hill's Pet Supplies Product 8163,Pet Supplies,Hill's,62.62,57.49,8.2,3.3,66,13,34,True,2023-09-07,Amazon,2.01,46x31x17,In Stock
ASIN_008164,Chemical Guys Automotive Product 8164,Automotive,Chemical Guys,234.36,234.36,0.0,4.1,3,0,62,True,2023-11-08,Third-party,0.51,16x38x5,In Stock
ASIN_008165,Chemical Guys Automotive Product 8165,Automotive,Chemical Guys,547.39,547.39,0.0,2.6,15,1,88,False,2023-08-22,Amazon Warehouse,1.6,47x47x16,In Stock
ASIN_008166,Chemical Guys Automotive Product 8166,Automotive,Chemical Guys,714.43,714.43,0.0,4.0,310,29,371,True,2024-12-18,Amazon Warehouse,0.63,26x16x13,Limited Stock
ASIN_008167,Ninja Home & Kitchen Product 8167,Home & Kitchen,Ninja,228.57,228.57,0.0,4.5,32,1,28,True,2024-04-18,Amazon,0.43,35x45x15,Limited Stock
ASIN_008168,Black & Decker Garden & Outdoor Product 8168,Garden & Outdoor,Black & Decker,246.39,246.39,0.0,4.8,59,18,46,True,2024-05-21,Third-party,1.61,34x29x7,Limited Stock
ASIN_008169,Gap Clothing Product 8169,Clothing,Gap,161.76,161.76,0.0,4.7,1,3,40,True,2023-04-18,Amazon,2.21,18x29x12,Pre-order
ASIN_008170,Olay Beauty & Personal Care Product 8170,Beauty & Personal Care,Olay,19.26,19.26,0.0,3.5,2,1,21,False,2023-06-22,Amazon,2.92,21x22x7,Pre-order
ASIN_008171,KitchenAid Home & Kitchen Product 8171,Home & Kitchen,KitchenAid,129.23,129.23,0.0,4.6,53,1,23,False,2024-07-21,Amazon,1.46,15x13x5,In Stock
ASIN_008172,Hasbro Toys & Games Product 8172,Toys & Games,Hasbro,140.82,97.51,30.8,3.1,101,13,167,True,2024-02-09,Amazon Warehouse,0.49,9x7x17,Limited Stock
ASIN_008173,KitchenAid Home & Kitchen Product 8173,Home & Kitchen,KitchenAid,300.41,300.41,0.0,4.5,7,0,96,True,2023-02-10,Amazon Warehouse,0.74,21x30x12,Pre-order
ASIN_008174,Bosch Automotive Product 8174,Automotive,Bosch,967.05,967.05,0.0,3.7,38,3,11,True,2024-12-14,Amazon,0.24,49x49x18,In Stock
ASIN_008175,Penguin Books Product 8175,Books,Penguin,37.63,37.63,0.0,3.8,123,12,430,True,2023-08-23,Amazon,0.23,49x30x3,In Stock
ASIN_008176,Hill's Pet Supplies Product 8176,Pet Supplies,Hill's,119.96,119.96,0.0,4.3,82,8,11,False,2023-11-07,Third-party,2.06,15x39x22,Limited Stock
ASIN_008177,Tommy Hilfiger Clothing Product 8177,Clothing,Tommy Hilfiger,92.13,92.13,0.0,4.8,123,26,247,False,2024-04-10,Third-party,1.84,34x45x18,Limited Stock
ASIN_008178,L'Oreal Beauty & Personal Care Product 8178,Beauty & Personal Care,L'Oreal,137.59,73.23,46.8,4.2,42,3,68,False,2023-01-13,Amazon,0.99,22x40x11,In Stock
ASIN_008179,KitchenAid Home & Kitchen Product 8179,Home & Kitchen,KitchenAid,193.32,193.32,0.0,4.4,183,10,426,True,2023-12-13,Amazon Warehouse,0.7,33x33x13,Pre-order
ASIN_008180,Olay Beauty & Personal Care Product 8180,Beauty & Personal Care,Olay,145.76,108.83,25.3,4.1,17,3,26,True,2024-03-14,Amazon,1.17,32x47x27,Pre-order
ASIN_008181,Cuisinart Home & Kitchen Product 8181,Home & Kitchen,Cuisinart,351.37,295.8,15.8,3.2,4,0,17,False,2024-07-12,Amazon,3.97,36x35x28,Pre-order
ASIN_008182,Mattel Toys & Games Product 8182,Toys & Games,Mattel,31.78,16.84,47.0,4.7,17,6,42,False,2024-10-12,Third-party,3.89,25x39x12,In Stock
ASIN_008183,STP Automotive Product 8183,Automotive,STP,928.78,928.78,0.0,4.8,76,24,76,True,2023-03-18,Amazon Warehouse,0.64,31x28x6,Pre-order
ASIN_008184,Chemical Guys Automotive Product 8184,Automotive,Chemical Guys,294.04,294.04,0.0,4.8,83,21,12,True,2024-03-21,Amazon Warehouse,2.42,44x20x16,Limited Stock
ASIN_008185,Columbia Sports & Outdoors Product 8185,Sports & Outdoors,Columbia,305.11,305.11,0.0,4.0,43,6,19,True,2023-09-08,Amazon Warehouse,6.15,44x47x23,Pre-order
ASIN_008186,Worx Garden & Outdoor Product 8186,Garden & Outdoor,Worx,227.44,227.44,0.0,4.0,125,6,459,True,2023-09-17,Amazon Warehouse,0.75,40x12x19,Limited Stock
