DateKey,Date,Annee,Mois,MoisNom,MoisFrancais,Trimestre,TrimestreAnnee,SortOrder,AnneeMonth,MoisComplet,JourSemaine,JourSemaineNom,JourSemaineFrancais,EstWeekend,EstDebutMois,EstFinMois,SortOrderJour,SortOrderJourSemaine,SortOrderJourSemaineFr
20250307,2025-03-07,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,5,Friday,Vendredi,0,0,0,20250307,5,5
20250308,2025-03-08,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,6,Saturday,Samedi,1,0,0,20250308,6,6
20250309,2025-03-09,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,7,Sunday,Dimanche,1,0,0,20250309,7,7
20250310,2025-03-10,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,1,Monday,Lundi,0,0,0,20250310,1,1
20250311,2025-03-11,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,2,Tuesday,Mardi,0,0,0,20250311,2,2
20250312,2025-03-12,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,3,Wednesday,Mercredi,0,0,0,20250312,3,3
20250313,2025-03-13,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,4,Thursday,Jeudi,0,0,0,20250313,4,4
20250314,2025-03-14,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,5,Friday,Vendredi,0,0,0,20250314,5,5
20250315,2025-03-15,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,6,Saturday,Samedi,1,0,0,20250315,6,6
20250316,2025-03-16,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,7,Sunday,Dimanche,1,0,0,20250316,7,7
20250317,2025-03-17,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,1,Monday,Lundi,0,0,0,20250317,1,1
20250318,2025-03-18,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,2,Tuesday,Mardi,0,0,0,20250318,2,2
20250319,2025-03-19,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,3,Wednesday,Mercredi,0,0,0,20250319,3,3
20250320,2025-03-20,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,4,Thursday,Jeudi,0,0,0,20250320,4,4
20250321,2025-03-21,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,5,Friday,Vendredi,0,0,0,20250321,5,5
20250322,2025-03-22,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,6,Saturday,Samedi,1,0,0,20250322,6,6
20250323,2025-03-23,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,7,Sunday,Dimanche,1,0,0,20250323,7,7
20250324,2025-03-24,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,1,Monday,Lundi,0,0,0,20250324,1,1
20250325,2025-03-25,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,2,Tuesday,Mardi,0,0,0,20250325,2,2
20250326,2025-03-26,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,3,Wednesday,Mercredi,0,0,0,20250326,3,3
20250327,2025-03-27,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,4,Thursday,Jeudi,0,0,0,20250327,4,4
20250328,2025-03-28,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,5,Friday,Vendredi,0,0,0,20250328,5,5
20250329,2025-03-29,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,6,Saturday,Samedi,1,0,0,20250329,6,6
20250330,2025-03-30,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,7,Sunday,Dimanche,1,0,0,20250330,7,7
20250331,2025-03-31,2025,3,March,Mars,T1,2025-T1,202503,2025-03,Mar 2025,1,Monday,Lundi,0,0,1,20250331,1,1
20250401,2025-04-01,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,2,Tuesday,Mardi,0,1,0,20250401,2,2
20250402,2025-04-02,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,3,Wednesday,Mercredi,0,0,0,20250402,3,3
20250403,2025-04-03,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,4,Thursday,Jeudi,0,0,0,20250403,4,4
20250404,2025-04-04,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,5,Friday,Vendredi,0,0,0,20250404,5,5
20250405,2025-04-05,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,6,Saturday,Samedi,1,0,0,20250405,6,6
20250406,2025-04-06,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,7,Sunday,Dimanche,1,0,0,20250406,7,7
20250407,2025-04-07,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,1,Monday,Lundi,0,0,0,20250407,1,1
20250408,2025-04-08,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,2,Tuesday,Mardi,0,0,0,20250408,2,2
20250409,2025-04-09,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,3,Wednesday,Mercredi,0,0,0,20250409,3,3
20250410,2025-04-10,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,4,Thursday,Jeudi,0,0,0,20250410,4,4
20250411,2025-04-11,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,5,Friday,Vendredi,0,0,0,20250411,5,5
20250412,2025-04-12,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,6,Saturday,Samedi,1,0,0,20250412,6,6
20250413,2025-04-13,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,7,Sunday,Dimanche,1,0,0,20250413,7,7
20250414,2025-04-14,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,1,Monday,Lundi,0,0,0,20250414,1,1
20250415,2025-04-15,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,2,Tuesday,Mardi,0,0,0,20250415,2,2
20250416,2025-04-16,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,3,Wednesday,Mercredi,0,0,0,20250416,3,3
20250417,2025-04-17,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,4,Thursday,Jeudi,0,0,0,20250417,4,4
20250418,2025-04-18,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,5,Friday,Vendredi,0,0,0,20250418,5,5
20250419,2025-04-19,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,6,Saturday,Samedi,1,0,0,20250419,6,6
20250420,2025-04-20,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,7,Sunday,Dimanche,1,0,0,20250420,7,7
20250421,2025-04-21,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,1,Monday,Lundi,0,0,0,20250421,1,1
20250422,2025-04-22,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,2,Tuesday,Mardi,0,0,0,20250422,2,2
20250423,2025-04-23,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,3,Wednesday,Mercredi,0,0,0,20250423,3,3
20250424,2025-04-24,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,4,Thursday,Jeudi,0,0,0,20250424,4,4
20250425,2025-04-25,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,5,Friday,Vendredi,0,0,0,20250425,5,5
20250426,2025-04-26,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,6,Saturday,Samedi,1,0,0,20250426,6,6
20250427,2025-04-27,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,7,Sunday,Dimanche,1,0,0,20250427,7,7
20250428,2025-04-28,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,1,Monday,Lundi,0,0,0,20250428,1,1
20250429,2025-04-29,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,2,Tuesday,Mardi,0,0,0,20250429,2,2
20250430,2025-04-30,2025,4,April,Avril,T2,2025-T2,202504,2025-04,Apr 2025,3,Wednesday,Mercredi,0,0,1,20250430,3,3
20250501,2025-05-01,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,4,Thursday,Jeudi,0,1,0,20250501,4,4
20250502,2025-05-02,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,5,Friday,Vendredi,0,0,0,20250502,5,5
20250503,2025-05-03,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,6,Saturday,Samedi,1,0,0,20250503,6,6
20250504,2025-05-04,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,7,Sunday,Dimanche,1,0,0,20250504,7,7
20250505,2025-05-05,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,1,Monday,Lundi,0,0,0,20250505,1,1
20250506,2025-05-06,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,2,Tuesday,Mardi,0,0,0,20250506,2,2
20250507,2025-05-07,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,3,Wednesday,Mercredi,0,0,0,20250507,3,3
20250508,2025-05-08,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,4,Thursday,Jeudi,0,0,0,20250508,4,4
20250509,2025-05-09,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,5,Friday,Vendredi,0,0,0,20250509,5,5
20250510,2025-05-10,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,6,Saturday,Samedi,1,0,0,20250510,6,6
20250511,2025-05-11,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,7,Sunday,Dimanche,1,0,0,20250511,7,7
20250512,2025-05-12,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,1,Monday,Lundi,0,0,0,20250512,1,1
20250513,2025-05-13,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,2,Tuesday,Mardi,0,0,0,20250513,2,2
20250514,2025-05-14,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,3,Wednesday,Mercredi,0,0,0,20250514,3,3
20250515,2025-05-15,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,4,Thursday,Jeudi,0,0,0,20250515,4,4
20250516,2025-05-16,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,5,Friday,Vendredi,0,0,0,20250516,5,5
20250517,2025-05-17,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,6,Saturday,Samedi,1,0,0,20250517,6,6
20250518,2025-05-18,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,7,Sunday,Dimanche,1,0,0,20250518,7,7
20250519,2025-05-19,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,1,Monday,Lundi,0,0,0,20250519,1,1
20250520,2025-05-20,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,2,Tuesday,Mardi,0,0,0,20250520,2,2
20250521,2025-05-21,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,3,Wednesday,Mercredi,0,0,0,20250521,3,3
20250522,2025-05-22,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,4,Thursday,Jeudi,0,0,0,20250522,4,4
20250523,2025-05-23,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,5,Friday,Vendredi,0,0,0,20250523,5,5
20250524,2025-05-24,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,6,Saturday,Samedi,1,0,0,20250524,6,6
20250525,2025-05-25,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,7,Sunday,Dimanche,1,0,0,20250525,7,7
20250526,2025-05-26,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,1,Monday,Lundi,0,0,0,20250526,1,1
20250527,2025-05-27,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,2,Tuesday,Mardi,0,0,0,20250527,2,2
20250528,2025-05-28,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,3,Wednesday,Mercredi,0,0,0,20250528,3,3
20250529,2025-05-29,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,4,Thursday,Jeudi,0,0,0,20250529,4,4
20250530,2025-05-30,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,5,Friday,Vendredi,0,0,0,20250530,5,5
20250531,2025-05-31,2025,5,May,Mai,T2,2025-T2,202505,2025-05,May 2025,6,Saturday,Samedi,1,0,1,20250531,6,6
20250601,2025-06-01,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,7,Sunday,Dimanche,1,1,0,20250601,7,7
20250602,2025-06-02,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,1,Monday,Lundi,0,0,0,20250602,1,1
20250603,2025-06-03,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,2,Tuesday,Mardi,0,0,0,20250603,2,2
20250604,2025-06-04,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,3,Wednesday,Mercredi,0,0,0,20250604,3,3
20250605,2025-06-05,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,4,Thursday,Jeudi,0,0,0,20250605,4,4
20250606,2025-06-06,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,5,Friday,Vendredi,0,0,0,20250606,5,5
20250607,2025-06-07,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,6,Saturday,Samedi,1,0,0,20250607,6,6
20250608,2025-06-08,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,7,Sunday,Dimanche,1,0,0,20250608,7,7
20250609,2025-06-09,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,1,Monday,Lundi,0,0,0,20250609,1,1
20250610,2025-06-10,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,2,Tuesday,Mardi,0,0,0,20250610,2,2
20250611,2025-06-11,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,3,Wednesday,Mercredi,0,0,0,20250611,3,3
20250612,2025-06-12,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,4,Thursday,Jeudi,0,0,0,20250612,4,4
20250613,2025-06-13,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,5,Friday,Vendredi,0,0,0,20250613,5,5
20250614,2025-06-14,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,6,Saturday,Samedi,1,0,0,20250614,6,6
20250615,2025-06-15,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,7,Sunday,Dimanche,1,0,0,20250615,7,7
20250616,2025-06-16,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,1,Monday,Lundi,0,0,0,20250616,1,1
20250617,2025-06-17,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,2,Tuesday,Mardi,0,0,0,20250617,2,2
20250618,2025-06-18,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,3,Wednesday,Mercredi,0,0,0,20250618,3,3
20250619,2025-06-19,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,4,Thursday,Jeudi,0,0,0,20250619,4,4
20250620,2025-06-20,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,5,Friday,Vendredi,0,0,0,20250620,5,5
20250621,2025-06-21,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,6,Saturday,Samedi,1,0,0,20250621,6,6
20250622,2025-06-22,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,7,Sunday,Dimanche,1,0,0,20250622,7,7
20250623,2025-06-23,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,1,Monday,Lundi,0,0,0,20250623,1,1
20250624,2025-06-24,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,2,Tuesday,Mardi,0,0,0,20250624,2,2
20250625,2025-06-25,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,3,Wednesday,Mercredi,0,0,0,20250625,3,3
20250626,2025-06-26,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,4,Thursday,Jeudi,0,0,0,20250626,4,4
20250627,2025-06-27,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,5,Friday,Vendredi,0,0,0,20250627,5,5
20250628,2025-06-28,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,6,Saturday,Samedi,1,0,0,20250628,6,6
20250629,2025-06-29,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,7,Sunday,Dimanche,1,0,0,20250629,7,7
20250630,2025-06-30,2025,6,June,Juin,T2,2025-T2,202506,2025-06,Jun 2025,1,Monday,Lundi,0,0,1,20250630,1,1
20250701,2025-07-01,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,2,Tuesday,Mardi,0,1,0,20250701,2,2
20250702,2025-07-02,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,3,Wednesday,Mercredi,0,0,0,20250702,3,3
20250703,2025-07-03,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,4,Thursday,Jeudi,0,0,0,20250703,4,4
20250704,2025-07-04,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,5,Friday,Vendredi,0,0,0,20250704,5,5
20250705,2025-07-05,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,6,Saturday,Samedi,1,0,0,20250705,6,6
20250706,2025-07-06,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,7,Sunday,Dimanche,1,0,0,20250706,7,7
20250707,2025-07-07,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,1,Monday,Lundi,0,0,0,20250707,1,1
20250708,2025-07-08,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,2,Tuesday,Mardi,0,0,0,20250708,2,2
20250709,2025-07-09,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,3,Wednesday,Mercredi,0,0,0,20250709,3,3
20250710,2025-07-10,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,4,Thursday,Jeudi,0,0,0,20250710,4,4
20250711,2025-07-11,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,5,Friday,Vendredi,0,0,0,20250711,5,5
20250712,2025-07-12,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,6,Saturday,Samedi,1,0,0,20250712,6,6
20250713,2025-07-13,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,7,Sunday,Dimanche,1,0,0,20250713,7,7
20250714,2025-07-14,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,1,Monday,Lundi,0,0,0,20250714,1,1
20250715,2025-07-15,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,2,Tuesday,Mardi,0,0,0,20250715,2,2
20250716,2025-07-16,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,3,Wednesday,Mercredi,0,0,0,20250716,3,3
20250717,2025-07-17,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,4,Thursday,Jeudi,0,0,0,20250717,4,4
20250718,2025-07-18,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,5,Friday,Vendredi,0,0,0,20250718,5,5
20250719,2025-07-19,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,6,Saturday,Samedi,1,0,0,20250719,6,6
20250720,2025-07-20,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,7,Sunday,Dimanche,1,0,0,20250720,7,7
20250721,2025-07-21,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,1,Monday,Lundi,0,0,0,20250721,1,1
20250722,2025-07-22,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,2,Tuesday,Mardi,0,0,0,20250722,2,2
20250723,2025-07-23,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,3,Wednesday,Mercredi,0,0,0,20250723,3,3
20250724,2025-07-24,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,4,Thursday,Jeudi,0,0,0,20250724,4,4
20250725,2025-07-25,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,5,Friday,Vendredi,0,0,0,20250725,5,5
20250726,2025-07-26,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,6,Saturday,Samedi,1,0,0,20250726,6,6
20250727,2025-07-27,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,7,Sunday,Dimanche,1,0,0,20250727,7,7
20250728,2025-07-28,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,1,Monday,Lundi,0,0,0,20250728,1,1
20250729,2025-07-29,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,2,Tuesday,Mardi,0,0,0,20250729,2,2
20250730,2025-07-30,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,3,Wednesday,Mercredi,0,0,0,20250730,3,3
20250731,2025-07-31,2025,7,July,Juillet,T3,2025-T3,202507,2025-07,Jul 2025,4,Thursday,Jeudi,0,0,1,20250731,4,4
20250801,2025-08-01,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,5,Friday,Vendredi,0,1,0,20250801,5,5
20250802,2025-08-02,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,6,Saturday,Samedi,1,0,0,20250802,6,6
20250803,2025-08-03,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,7,Sunday,Dimanche,1,0,0,20250803,7,7
20250804,2025-08-04,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,1,Monday,Lundi,0,0,0,20250804,1,1
20250805,2025-08-05,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,2,Tuesday,Mardi,0,0,0,20250805,2,2
20250806,2025-08-06,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,3,Wednesday,Mercredi,0,0,0,20250806,3,3
20250807,2025-08-07,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,4,Thursday,Jeudi,0,0,0,20250807,4,4
20250808,2025-08-08,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,5,Friday,Vendredi,0,0,0,20250808,5,5
20250809,2025-08-09,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,6,Saturday,Samedi,1,0,0,20250809,6,6
20250810,2025-08-10,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,7,Sunday,Dimanche,1,0,0,20250810,7,7
20250811,2025-08-11,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,1,Monday,Lundi,0,0,0,20250811,1,1
20250812,2025-08-12,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,2,Tuesday,Mardi,0,0,0,20250812,2,2
20250813,2025-08-13,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,3,Wednesday,Mercredi,0,0,0,20250813,3,3
20250814,2025-08-14,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,4,Thursday,Jeudi,0,0,0,20250814,4,4
20250815,2025-08-15,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,5,Friday,Vendredi,0,0,0,20250815,5,5
20250816,2025-08-16,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,6,Saturday,Samedi,1,0,0,20250816,6,6
20250817,2025-08-17,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,7,Sunday,Dimanche,1,0,0,20250817,7,7
20250818,2025-08-18,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,1,Monday,Lundi,0,0,0,20250818,1,1
20250819,2025-08-19,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,2,Tuesday,Mardi,0,0,0,20250819,2,2
20250820,2025-08-20,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,3,Wednesday,Mercredi,0,0,0,20250820,3,3
20250821,2025-08-21,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,4,Thursday,Jeudi,0,0,0,20250821,4,4
20250822,2025-08-22,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,5,Friday,Vendredi,0,0,0,20250822,5,5
20250823,2025-08-23,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,6,Saturday,Samedi,1,0,0,20250823,6,6
20250824,2025-08-24,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,7,Sunday,Dimanche,1,0,0,20250824,7,7
20250825,2025-08-25,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,1,Monday,Lundi,0,0,0,20250825,1,1
20250826,2025-08-26,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,2,Tuesday,Mardi,0,0,0,20250826,2,2
20250827,2025-08-27,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,3,Wednesday,Mercredi,0,0,0,20250827,3,3
20250828,2025-08-28,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,4,Thursday,Jeudi,0,0,0,20250828,4,4
20250829,2025-08-29,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,5,Friday,Vendredi,0,0,0,20250829,5,5
20250830,2025-08-30,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,6,Saturday,Samedi,1,0,0,20250830,6,6
20250831,2025-08-31,2025,8,August,Août,T3,2025-T3,202508,2025-08,Aug 2025,7,Sunday,Dimanche,1,0,1,20250831,7,7
20250901,2025-09-01,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,1,Monday,Lundi,0,1,0,20250901,1,1
20250902,2025-09-02,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,2,Tuesday,Mardi,0,0,0,20250902,2,2
20250903,2025-09-03,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,3,Wednesday,Mercredi,0,0,0,20250903,3,3
20250904,2025-09-04,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,4,Thursday,Jeudi,0,0,0,20250904,4,4
20250905,2025-09-05,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,5,Friday,Vendredi,0,0,0,20250905,5,5
20250906,2025-09-06,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,6,Saturday,Samedi,1,0,0,20250906,6,6
20250907,2025-09-07,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,7,Sunday,Dimanche,1,0,0,20250907,7,7
20250908,2025-09-08,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,1,Monday,Lundi,0,0,0,20250908,1,1
20250909,2025-09-09,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,2,Tuesday,Mardi,0,0,0,20250909,2,2
20250910,2025-09-10,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,3,Wednesday,Mercredi,0,0,0,20250910,3,3
20250911,2025-09-11,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,4,Thursday,Jeudi,0,0,0,20250911,4,4
20250912,2025-09-12,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,5,Friday,Vendredi,0,0,0,20250912,5,5
20250913,2025-09-13,2025,9,September,Septembre,T3,2025-T3,202509,2025-09,Sep 2025,6,Saturday,Samedi,1,0,0,20250913,6,6
